8,284,0.10,Success
8,284,0.10,Success
9,494,0.10,Success
9,494,0.10,Success
10,89,0.10,Success
10,89,0.10,Failure
11,417,0.10,Failure
11,417,0.10,Success
12,258,0.10,Success
12,258,0.10,Success
13,303,0.10,Success
13,303,0.10,Success
14,162,0.10,Success
14,162,0.10,Success
15,16,0.10,Success
15,16,0.10,Success
16,711,0.10,Success
16,711,0.10,Success
17,359,0.10,Success
17,359,0.10,Success
18,595,0.10,Success
18,595,0.10,Success
19,667,0.10,Success
19,667,0.10,Failure
20,122,0.10,Failure
20,122,0.10,Success
21,576,0.10,Success
21,576,0.10,Success
22,633,0.10,Success
22,633,0.10,Success
23,254,0.10,Success
23,254,0.10,Failure
24,988,0.10,Success
24,988,0.10,Success
25,532,0.10,Success
25,532,0.10,Success
26,59,0.10,Success
26,59,0.10,Success
27,203,0.10,Success
27,203,0.10,Success
28,129,0.10,Success
28,129,0.10,Success
29,209,0.10,Success
29,209,0.10,Failure
30,525,0.10,Success
30,525,0.10,Success
31,88,0.10,Failure
31,88,0.10,Success
32,336,0.10,Success
32,336,0.10,Success
33,936,0.10,Success
33,936,0.10,Success
34,683,0.10,Success
34,683,0.10,Success
35,638,0.10,Success
35,638,0.10,Failure
36,353,0.10,Failure
36,353,0.10,Success
37,350,0.10,Success
37,350,0.10,Success
38,666,0.10,Failure
38,666,0.10,Success
39,763,0.10,Success
39,763,0.10,Failure
40,757,0.10,Success
40,757,0.10,Success
41,652,0.10,Success
41,652,0.10,Failure
42,493,0.10,Success
42,493,0.10,Success
43,992,0.10,Success
43,992,0.10,Success
44,389,0.10,Success
44,389,0.10,Success
45,958,0.10,Success
45,958,0.10,Success
46,57,0.10,Success
46,57,0.10,Success
47,241,0.10,Success
47,241,0.10,Success
48,514,0.10,Failure
48,514,0.10,Success
49,203,0.10,Success
49,203,0.10,Success
50,129,0.10,Success
50,129,0.10,Success
1,209,0.15,Failure
1,209,0.15,Success
2,124,0.15,Success
2,124,0.15,Success
3,970,0.15,Success
3,970,0.15,Failure
4,114,0.15,Success
4,114,0.15,Failure
5,482,0.15,Failure
5,482,0.15,Success
6,708,0.15,Failure
6,708,0.15,Success
7,597,0.15,Success
7,597,0.15,Success
8,801,0.15,Failure
8,801,0.15,Success
9,835,0.15,Success
9,835,0.15,Failure
10,274,0.15,Success
10,274,0.15,Success
11,968,0.15,Success
11,968,0.15,Success
12,592,0.15,Success
12,592,0.15,Failure
13,923,0.15,Success
13,923,0.15,Success
14,395,0.15,Failure
14,395,0.15,Success
15,10,0.15,Failure
15,10,0.15,Success
16,362,0.15,Success
16,362,0.15,Success
17,702,0.15,Success
17,702,0.15,Success
18,76,0.15,Success
18,76,0.15,Success
19,218,0.15,Success
19,218,0.15,Success
20,390,0.15,Success
20,390,0.15,Success
21,392,0.15,Success
21,392,0.15,Success
22,291,0.15,Success
22,291,0.15,Success
23,499,0.15,Failure
23,499,0.15,Success
24,68,0.15,Success
24,68,0.15,Success
25,525,0.15,Failure
25,525,0.15,Success
26,88,0.15,Success
26,88,0.15,Success
27,374,0.15,Success
27,374,0.15,Success
28,473,0.15,Success
28,473,0.15,Success
29,882,0.15,Success
29,882,0.15,Success
30,201,0.15,Failure
30,201,0.15,Success
31,616,0.15,Failure
31,616,0.15,Failure
32,172,0.15,Success
32,172,0.15,Success
33,990,0.15,Success
33,990,0.15,Success
34,424,0.15,Success
34,424,0.15,Success
35,293,0.15,Success
35,293,0.15,Success
36,706,0.15,Success
36,706,0.15,Failure
37,281,0.15,Success
37,281,0.15,Success
38,483,0.15,Success
38,483,0.15,Success
39,492,0.15,Success
39,492,0.15,Success
40,308,0.15,Success
40,308,0.15,Success
41,318,0.15,Failure
41,318,0.15,Success
42,343,0.15,Success
42,343,0.15,Success
43,39,0.15,Success
43,39,0.15,Failure
44,952,0.15,Success
44,952,0.15,Failure
45,749,0.15,Success
45,749,0.15,Failure
46,985,0.15,Success
46,985,0.15,Success
47,203,0.15,Failure
47,203,0.15,Failure
48,351,0.15,Failure
48,351,0.15,Failure
49,765,0.15,Success
49,765,0.15,Success
50,463,0.15,Success
50,463,0.15,Success
1,934,0.20,Failure
1,934,0.20,Success
2,458,0.20,Failure
2,458,0.20,Success
3,203,0.20,Success
3,203,0.20,Success
4,47,0.20,Success
4,47,0.20,Success
5,662,0.20,Success
5,662,0.20,Success
6,309,0.20,Success
6,309,0.20,Failure
7,134,0.20,Failure
7,134,0.20,Success
8,747,0.20,Success
8,747,0.20,Success
9,702,0.20,Success
9,702,0.20,Success
10,613,0.20,Success
10,613,0.20,Success
11,853,0.20,Success
11,853,0.20,Success
12,692,0.20,Failure
12,692,0.20,Success
13,203,0.20,Success
13,203,0.20,Success
14,47,0.20,Success
14,47,0.20,Success
15,662,0.20,Success
15,662,0.20,Success
16,309,0.20,Success
16,309,0.20,Failure
17,134,0.20,Failure
17,134,0.20,Success
18,747,0.20,Success
18,747,0.20,Success
19,702,0.20,Success
19,702,0.20,Success
20,613,0.20,Success
20,613,0.20,Success
21,853,0.20,Success
21,853,0.20,Success
22,692,0.20,Failure
22,692,0.20,Success
23,203,0.20,Success
23,203,0.20,Success
24,47,0.20,Success
24,47,0.20,Success
25,662,0.20,Success
25,662,0.20,Success
26,309,0.20,Success
26,309,0.20,Failure
27,134,0.20,Failure
27,134,0.20,Success
28,747,0.20,Success
28,747,0.20,Success
29,702,0.20,Success
29,702,0.20,Success
30,613,0.20,Success
30,613,0.20,Success
31,853,0.20,Success
31,853,0.20,Success
32,692,0.20,Failure
32,692,0.20,Success
33,203,0.20,Success
33,203,0.20,Success
34,47,0.20,Success
34,47,0.20,Success
35,662,0.20,Success
35,662,0.20,Success
36,309,0.20,Success
36,309,0.20,Failure
37,134,0.20,Failure
37,134,0.20,Success
38,747,0.20,Success
38,747,0.20,Success
39,702,0.20,Success
39,702,0.20,Success
40,613,0.20,Success
40,613,0.20,Success
41,853,0.20,Success
41,853,0.20,Success
42,692,0.20,Failure
42,692,0.20,Success
43,203,0.20,Success
43,203,0.20,Success
44,47,0.20,Success
44,47,0.20,Success
45,662,0.20,Success
45,662,0.20,Success
46,309,0.20,Success
46,309,0.20,Failure
47,134,0.20,Failure
47,134,0.20,Success
48,747,0.20,Success
48,747,0.20,Success
49,702,0.20,Success
49,702,0.20,Success
50,613,0.20,Success
50,613,0.20,Success
